"Year","Region","NEP Name","Project Name","Habitat Type","Activity","Restoration Technique","Acres"
"2016","Region 10","Puget Sound Partnership","Floodplain Restoration Project at Fennel Creek","Riparian","Reestablishment","Planting","25"
"2016","Region 10","Puget Sound Partnership","Powel Shoreline Restoration Implementation","Estuarine Shoreline","Reestablishment","Planting","1.9"
"2016","Region 10","Puget Sound Partnership","Confluence Parks-Issaquah Creek Restoration","Riparian","Reestablishment","Planting","2.8"
"2016","Region 10","Puget Sound Partnership","Puyallup River South Fork Restoration Phase I","In-Stream","Reestablishment","Stream Channel Rehabilitation","6"
"2016","Region 10","Puget Sound Partnership","Calistoga Setback Levee - Construction","In-Stream","Reestablishment","Berm/Dike Removal","101"
"2016","Region 10","Puget Sound Partnership","Snoqualmie at Fall City – Raging River Acquisition","Riparian","Protection","Land Acquisition","22"
"2016","Region 10","Puget Sound Partnership","Elwha River Engineered Log Jams Phase 1","In-Stream","Reestablishment","Large Woody Debris/Structure Placement","5"
"2016","Region 10","Puget Sound Partnership","Woodard Bay Natural Resources Conservation Area Nearshore Restoration","Estuarine Shoreline","Reestablishment","Debris Removal",".3"
"2016","Region 10","Puget Sound Partnership","Northwest Straits Foundation Derelict Fishing Gear Program","Estuarine Water Column","Rehabilitation","Debris Removal","13.3"
"2016","Region 10","Puget Sound Partnership","Anderson Creek Bridge Construction","In-Stream","Reestablishment","Culvert Removal","0"
"2016","Region 10","Puget Sound Partnership","Skagit Tier 1 and Tier 2 Floodplain Acquisition II - Seattle City Light","Riparian","Protection","Land Acquisition","16.9"
"2016","Region 10","Puget Sound Partnership","Dabob Bay Natural Area 2010","Estuarine Shoreline","Protection","Land Acquisition","4"
"2016","Region 10","Puget Sound Partnership","San Juan County Creosote Piling Removal Project","Estuarine Shoreline","Reestablishment","Debris Removal","20"
"2016","Region 10","Puget Sound Partnership","Fenster Levee Setback & Floodplain Restoration II","Riparian","Reestablishment","Invasives Control/Removal - Vegetation","4.4"
"2016","Region 10","Puget Sound Partnership","Anthropogenic Shore Marsh Wood Removal","Estuarine Shoreline","Reestablishment","Debris Removal","1.5"
"2016","Region 10","Puget Sound Partnership","McLane Creek Large Woody Debris Placement-Riparian Restoration","Riparian","Reestablishment","Planting",".5"
"2016","Region 10","Puget Sound Partnership","Stillaguamish Knotweed Control & Riparian Restoration II","Riparian","Reestablishment","Invasives Control/Removal - Vegetation","162"
"2016","Region 10","Puget Sound Partnership","Filucy Bay Bulkhead Removal","Estuarine Shoreline","Reestablishment","Bulkhead Removal",".1"
"2016","Region 10","Puget Sound Partnership","Middle Goldsborough In-stream Habitat Projects","In-Stream","Reestablishment","Stream Channel Rehabilitation",".1"
"2016","Region 10","Puget Sound Partnership","Burwash Ohop Restoration","Riparian","Reestablishment","Planting","6"
"2016","Region 10","Puget Sound Partnership","EQIP Riparian Buffer - Pierce County","Riparian","Enhancement","Vegetation Buffer","26.9"
"2016","Region 10","Puget Sound Partnership","WHIP Planting - Island County","Agriculture/Ranch Land","Enhancement","Planting","1.5"
"2016","Region 10","Puget Sound Partnership","Qwuloolt Estuary Restoration","Tidal Wetland","Enhancement","Berm/Dike Removal","354"
"2016","Region 10","Puget Sound Partnership","EQIP Planting - Thurston County II","Agriculture/Ranch Land","Enhancement","Planting","23"
"2016","Region 10","Puget Sound Partnership","EQIP Riparian Buffer - Whatcom County","Riparian","Enhancement","Vegetation Buffer","2"
"2016","Region 10","Puget Sound Partnership","EQIP Stream Improvement - Whatcom County","In-Stream","Enhancement","Planting",".3"
"2016","Region 10","Puget Sound Partnership","EQIP Riparian Buffer - Skagit County","Riparian","Enhancement","Vegetation Buffer","1.5"
"2016","Region 10","Puget Sound Partnership","EQIP Planting - King County","Forest/Woodland","Enhancement","Planting","19"
"2016","Region 10","Puget Sound Partnership","WHIP Planting - Whatcom County","Agriculture/Ranch Land","Enhancement","Planting","3.5"
"2016","Region 10","Puget Sound Partnership","EQIP Riparian Buffer - Thurston County","Riparian","Enhancement","Vegetation Buffer",".8"
"2016","Region 10","Puget Sound Partnership","EQIP Planting - Thurston County","Forest/Woodland","Enhancement","Planting","6.5"
"2016","Region 10","Puget Sound Partnership","EQIP Planting - Snohomish County II","Agriculture/Ranch Land","Enhancement","Planting","3.2"
"2016","Region 10","Puget Sound Partnership","WHIP Planting - Snohomish County","Forest/Woodland","Enhancement","Planting","5"
"2016","Region 10","Puget Sound Partnership","Dungeness River Floodplain Restoration-Robinson Phase","Riparian","Protection","Land Acquisition","26.5"
"2016","Region 10","Puget Sound Partnership","Filucy Bay Estuary Shoreline Protection","Estuarine Shoreline","Protection","Land Acquisition","5.7"
"2016","Region 10","Puget Sound Partnership","Huntley Conservation Easement","Estuarine Shoreline","Protection","Land Acquisition","34"
"2016","Region 10","Puget Sound Partnership","Stavis Natural Resources Conservation Area & Kitsap Forest Natural Area Preserve 2014","Forest/Woodland","Protection","Land Acquisition","21"
"2016","Region 10","Puget Sound Partnership","Duckabush Floodplain Acquisition 2013","Riparian","Protection","Easements","22.5"
"2016","Region 10","Puget Sound Partnership","Seahurst Park Shoreline Restoration Phase II","Estuarine Shoreline","Reestablishment","Bulkhead Removal","6"
"2016","Region 10","Puget Sound Partnership","Woodard Bay Natural Resources Conservation Area 2012","Estuarine Shoreline","Protection","Land Acquisition","10.33"
"2016","Region 10","Puget Sound Partnership","Skagit Tier 1 and Tier 2 Floodplain Acquisition II - Skagit Land Trust","Riparian","Protection","Land Acquisition",".71"
"2016","Region 10","Puget Sound Partnership","Ala Spit Restoration, Phase 4","Estuarine Shoreline","Reestablishment","Bulkhead Removal","1.9"
"2016","Region 10","Puget Sound Partnership","Collier Boat Ramp and Jetty","Estuarine Shoreline","Reestablishment","Bulkhead Removal",".5"
"2016","Region 10","Puget Sound Partnership","Mill Creek Side Channel (Leber)","Riparian","Reestablishment","Planting","2"
"2016","Region 10","Puget Sound Partnership","Clearwater River Road Removal (Phase 2)","In-Stream","Reestablishment","Fish Barrier Removal","14.25"
"2016","Region 10","Puget Sound Partnership","WHIP Wetland Enhancement - Kitsap County","Forested Wetland","Enhancement","Rehabilitation/Creation","2"
"2016","Region 10","Puget Sound Partnership","Field Creek Fish Passage","In-Stream","Reestablishment","Fish Barrier Removal","0"
"2016","Region 10","Puget Sound Partnership","Hylebos Creek Culvert Replcement","In-Stream","Reestablishment","Culvert Modification (including installation and replacement)","0"
"2016","Region 10","Puget Sound Partnership","Pysht Floodplain Acquisition Phase III","Riparian","Protection","Land Acquisition","9.5"
"2016","Region 10","Puget Sound Partnership","Middle Skagit Watershed Habitat Protection","Riparian","Protection","Land Acquisition","20"
"2016","Region 10","Puget Sound Partnership","Middle Fork Snoqualmie & Mount Si Natural Resources Conservation Areas 2012","Forest/Woodland","Protection","Land Acquisition","233.23"
"2016","Region 10","Puget Sound Partnership","Woodard Bay Natural Resources Conservation Area Nearshore Protection","Riparian","Protection","Land Acquisition","32.8"
"2016","Region 10","Puget Sound Partnership","Lake Creek Wetland Complex Protection","Forested Wetland","Protection","Land Acquisition","63.8"
"2013","Region 10","Puget Sound Partnership","Smoke Farm North Floodplain Acquisition","Riparian","Protection","Land Acquisition","130"
"2013","Region 10","Puget Sound Partnership","Donovan Creek Acquisition","Riparian","Protection","Land Acquisition","6.32"
"2013","Region 10","Puget Sound Partnership","Pfaff - Little Whiskey Creek Culvert Replacement","In-Stream","Enhancement","Culvert Removal","0"
"2013","Region 10","Puget Sound Partnership","Clallam Revegatation II (WHIP)","Agriculture/Ranch Land","Enhancement","Planting","20"
"2012","Region 10","Puget Sound Partnership","Spurgeon Creek Acquisition & Restoration","Riparian","Protection","Easements","14"
"2013","Region 10","Puget Sound Partnership","West Bay, Budd Inlet Creosote Piling Removal","Estuarine Water Column","Rehabilitation","Debris Removal","0"
"2013","Region 10","Puget Sound Partnership","Dungeness Spit Creosote Debris Removal","Estuarine Shoreline","Rehabilitation","Debris Removal","0"
"2013","Region 10","Puget Sound Partnership","Oak Bay Creosote Debris Removal","Tidal Wetland","Rehabilitation","Debris Removal","11"
"2013","Region 10","Puget Sound Partnership","Big Quilcene Delta Acquisition","Tidal Wetland","Protection","Land Acquisition","30.11"
"2013","Region 10","Puget Sound Partnership","San Juan Derelict Fishing Net Removal","Estuarine Water Column","Rehabilitation","Debris Removal","20.7"
"2013","Region 10","Puget Sound Partnership","Similk Bay Creosote Piling Removal","Estuarine Water Column","Rehabilitation","Debris Removal","25"
"2013","Region 10","Puget Sound Partnership","Riverview Park","In-Stream","Rehabilitation","Stream Channel Rehabilitation","7"
"2013","Region 10","Puget Sound Partnership","Burrows Island Creosote Float Removal","Beach","Rehabilitation","Debris Removal","0"
"2013","Region 10","Puget Sound Partnership","Dockton Net Pen Removal","Estuarine Shoreline","Rehabilitation","Debris Removal",".4"
"2013","Region 10","Puget Sound Partnership","Dosewallips State Park Riparian Acquisition","Riparian","Protection","Land Acquisition","130"
"2013","Region 10","Puget Sound Partnership","Whatcom Riparian Forest Buffer (CREP)","Forest/Woodland","Enhancement","Vegetation Buffer","175.4"
"2013","Region 10","Puget Sound Partnership","Nisqually River Knotweed Project","Riparian","Rehabilitation","Invasives Control/Removal - Vegetation","501"
"2013","Region 10","Puget Sound Partnership","Thurston Revegetation II (EQIP)","Agriculture/Ranch Land","Enhancement","Planting","23.7"
"2013","Region 10","Puget Sound Partnership","Barney Lake Acquisition","Lake/Pond","Protection","Land Acquisition","255"
"2013","Region 10","Puget Sound Partnership","White River Riparian Conservation Easement","Riparian","Protection","Easements","880"
"2013","Region 10","Puget Sound Partnership","Landingstrip Creek Tributary Salmonid Habitat Improvement","Riparian","Rehabilitation","Stream Channel Rehabilitation","4.5"
"2013","Region 10","Puget Sound Partnership","Harper Pier Removal","Estuarine Water Column","Rehabilitation","Debris Removal",".3"
"2013","Region 10","Puget Sound Partnership","Neck Point/Jackson Beach Creosote Debris Removal","Tidal Wetland","Rehabilitation","Debris Removal","1"
"2013","Region 10","Puget Sound Partnership","Snohomish Riparian Forest Buffer (CREP)","Forest/Woodland","Enhancement","Vegetation Buffer","40.9"
"2013","Region 10","Puget Sound Partnership","Whatcom Riparian Forest Buffer II (CREP)","Agriculture/Ranch Land","Enhancement","Vegetation Buffer","80"
"2013","Region 10","Puget Sound Partnership","Jimmycomelately Riparian Protection","Riparian","Protection","Easements","75"
"2013","Region 10","Puget Sound Partnership","Priest Point Park Bulkhead Removal","Beach","Rehabilitation","Bulkhead Removal",".8"
"2013","Region 10","Puget Sound Partnership","Clallam Revegatation (WHIP)","Forest/Woodland","Enhancement","Planting","50.8"
"2013","Region 10","Puget Sound Partnership","Barnum Point Acquisition - Phase I","Estuarine Shoreline","Protection","Land Acquisition","52"
"2013","Region 10","Puget Sound Partnership","Gull Harbor Estuary Barrier Removal","Estuarine Shoreline","Rehabilitation","Dam Modification/Removal",".6"
"2013","Region 10","Puget Sound Partnership","Skokomish Estuary Island Adaptive Management Elements","Estuarine Shoreline","Reestablishment","Stream Channel Rehabilitation","85"
"2013","Region 10","Puget Sound Partnership","Snohomish Revegetation (WHIP)","Agriculture/Ranch Land","Enhancement","Planting","35"
"2013","Region 10","Puget Sound Partnership","Whatcom Fish Barrier Removal (WHIP)","Forest/Woodland","Enhancement","Fish Barrier Removal","2"
"2013","Region 10","Puget Sound Partnership","Thurston Revegetation III (EQIP)","Agriculture/Ranch Land","Enhancement","Planting","80"
"2014","Region 10","Puget Sound Partnership","Canyon Creek Road Treatments","In-Stream","Reestablishment","Culvert Modification (including installation and replacement)","0"
"2014","Region 10","Puget Sound Partnership","Raging River Kerriston Reach Restoration","Riparian","Enhancement","Planting","15"
"2014","Region 10","Puget Sound Partnership","Unnamed Tributary to Skykomish River - Culvert Replacement","In-Stream","Reestablishment","Culvert Modification (including installation and replacement)","0"
"2014","Region 10","Puget Sound Partnership","Yarrow Creek Culvert Replacement - Milepost 6.27","In-Stream","Reestablishment","Culvert Modification (including installation and replacement)","0"
"2014","Region 10","Puget Sound Partnership","Twanoh Falls Creek Culvert Replacement","In-Stream","Reestablishment","Culvert Removal","0"
